-60,-10,2,-33.763,-31.844,4.6242,-0.013459,-3.7688,7.9987,0,-3.78,8
-60,-10,2,-48.002,-19.984,0,-33.751,-31.844,2.3757,0,-3.78,8
-60,-10,2,-48,-8.7515,0,-0.10755,-3.7688,7.9821,0,-3.78,8
