2.2609,17.5,1.6,3.6867,0,1.6,5.2347,19,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,8.4825,0,1.6,10,4.2685,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,8.0161,19,1.6,10,18.483,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,3.7105,19,2.9033,3.818,18.889,3,5.3751,17.278,1.6
2.2609,17.5,1.6,2.3845,19,1.6,3.9508,0,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,3.7105,19,0.11046,3.818,18.889,0,5.3751,17.278,1.6
2.2609,17.5,1.6,0,18.454,1.6,1.2935,19,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,0,17.434,0.65252,1.5571,17.389,0,5.3751,17.278,1.6
2.2609,17.5,1.6,0,17.47,1.6,10,17.339,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,0,17.434,2.429,1.5571,17.389,3,5.3751,17.278,1.6
2.2609,17.5,1.6,0,7.2029,1.6,1.5815,0,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,8.4429,17.389,0,10,17.361,0.40299,5.3751,17.278,1.6
2.2609,17.5,1.6,3.0913,17.441,0,4.6484,17.33,3,5.3751,17.278,1.6
2.2609,17.5,1.6,3.818,0.11123,0,3.8279,0,0.010235,5.3751,17.278,1.6
2.2609,17.5,1.6,10,17.426,1.6,0,17.329,1.6,5.3751,17.278,1.6
2.2609,17.5,1.6,3.818,0.11123,3,3.8279,0,2.991,5.3751,17.278,1.6
2.2609,17.5,1.6,2.9875,17.448,3,4.5446,17.337,0,5.3751,17.278,1.6
2.2609,17.5,1.6,8.4429,17.389,3,10,17.361,2.6474,5.3751,17.278,1.6
