25,25,3,0,0,3,0,25,3
25,25,3,25,0,3,0,0,3
25,0,3,0,0,0,0,0,3
25,0,3,25,0,0,0,0,0
25,25,3,0,25,0,0,25,3
25,25,3,25,25,0,0,25,0
0,25,0,0,0,3,0,25,3
0,25,0,0,0,0,0,0,3
25,25,0,25,0,3,25,25,3
25,25,0,25,0,0,25,0,3
1.75,9.933,0.5,2.0866,9.55,0.5,2,9.5,0.5
1.8366,9.983,0.5,2.0866,9.55,0.5,1.75,9.933,0.5
2.0964,10.133,0.5,2.3464,9.7,0.5,2.0866,9.55,0.5
2.0964,10.133,0.5,2.0866,9.55,0.5,1.8366,9.983,0.5
2.183,10.183,0.5,2.433,9.75,0.5,2.3464,9.7,0.5
2.183,10.183,0.5,2.3464,9.7,0.5,2.0964,10.133,0.5
2,9.5,1.25,2.0866,9.55,0.5,2,9.5,0.5
2.433,9.75,1.25,2.3464,9.7,0.5,2.0866,9.55,0.5
2.433,9.75,1.25,2.433,9.75,0.5,2.3464,9.7,0.5
2.433,9.75,1.25,2.0866,9.55,0.5,2,9.5,1.25
1.8366,9.983,0,2.0866,9.55,0.5,1.8366,9.983,0.5
1.8366,9.983,0,2.0866,9.55,0,2.0866,9.55,0.5
2.0964,10.133,0,2.3464,9.7,0.5,2.0964,10.133,0.5
2.0964,10.133,0,2.3464,9.7,0,2.3464,9.7,0.5
3.5366,10.183,0.5,3.2866,9.75,0.5,3.2,9.8,0.5
3.5366,10.183,0.5,3.2,9.8,0.5,3.45,10.233,0.5
3.7964,10.033,0.5,3.5464,9.6,0.5,3.2866,9.75,0.5
3.7964,10.033,0.5,3.2866,9.75,0.5,3.5366,10.183,0.5
3.883,9.983,0.5,3.633,9.55,0.5,3.5464,9.6,0.5
3.883,9.983,0.5,3.5464,9.6,0.5,3.7964,10.033,0.5
3.2,9.8,1.25,3.2866,9.75,0.5,3.2,9.8,0.5
3.633,9.55,1.25,3.5464,9.6,0.5,3.2866,9.75,0.5
3.633,9.55,1.25,3.633,9.55,0.5,3.5464,9.6,0.5
3.633,9.55,1.25,3.2866,9.75,0.5,3.2,9.8,1.25
3.5366,10.183,0,3.2866,9.75,0.5,3.5366,10.183,0.5
3.5366,10.183,0,3.2866,9.75,0,3.2866,9.75,0.5
3.7964,10.033,0,3.5464,9.6,0.5,3.7964,10.033,0.5
3.7964,10.033,0,3.5464,9.6,0,3.5464,9.6,0.5
1.75,4.933,0.5,2.0866,4.55,0.5,2,4.5,0.5
1.8366,4.983,0.5,2.0866,4.55,0.5,1.75,4.933,0.5
2.0964,5.133,0.5,2.3464,4.7,0.5,2.0866,4.55,0.5
2.0964,5.133,0.5,2.0866,4.55,0.5,1.8366,4.983,0.5
2.183,5.183,0.5,2.433,4.75,0.5,2.3464,4.7,0.5
2.183,5.183,0.5,2.3464,4.7,0.5,2.0964,5.133,0.5
2,4.5,1.25,2.0866,4.55,0.5,2,4.5,0.5
2.433,4.75,1.25,2.3464,4.7,0.5,2.0866,4.55,0.5
2.433,4.75,1.25,2.433,4.75,0.5,2.3464,4.7,0.5
2.433,4.75,1.25,2.0866,4.55,0.5,2,4.5,1.25
1.8366,4.983,0,2.0866,4.55,0.5,1.8366,4.983,0.5
1.8366,4.983,0,2.0866,4.55,0,2.0866,4.55,0.5
2.0964,5.133,0,2.3464,4.7,0.5,2.0964,5.133,0.5
2.0964,5.133,0,2.3464,4.7,0,2.3464,4.7,0.5
3.5366,5.183,0.5,3.2866,4.75,0.5,3.2,4.8,0.5
3.5366,5.183,0.5,3.2,4.8,0.5,3.45,5.233,0.5
3.7964,5.033,0.5,3.5464,4.6,0.5,3.2866,4.75,0.5
3.7964,5.033,0.5,3.2866,4.75,0.5,3.5366,5.183,0.5
3.883,4.983,0.5,3.633,4.55,0.5,3.5464,4.6,0.5
3.883,4.983,0.5,3.5464,4.6,0.5,3.7964,5.033,0.5
3.2,4.8,1.25,3.2866,4.75,0.5,3.2,4.8,0.5
3.633,4.55,1.25,3.5464,4.6,0.5,3.2866,4.75,0.5
3.633,4.55,1.25,3.633,4.55,0.5,3.5464,4.6,0.5
3.633,4.55,1.25,3.2866,4.75,0.5,3.2,4.8,1.25
3.5366,5.183,0.5,3.2866,4.75,0,3.2866,4.75,0.5
3.5366,5.183,0,3.2866,4.75,0,3.5366,5.183,0.5
3.7964,5.033,0,3.5464,4.6,0.5,3.7964,5.033,0.5
3.7964,5.033,0,3.5464,4.6,0,3.5464,4.6,0.5
3.6634,6.857,0.5,3.4134,7.29,0.5,3.5,7.34,0.5
3.6634,6.857,0.5,3.5,7.34,0.5,3.75,6.907,0.5
3.4036,6.707,0.5,3.1536,7.14,0.5,3.4134,7.29,0.5
3.4036,6.707,0.5,3.4134,7.29,0.5,3.6634,6.857,0.5
3.317,6.657,0.5,3.067,7.09,0.5,3.1536,7.14,0.5
3.317,6.657,0.5,3.1536,7.14,0.5,3.4036,6.707,0.5
3.5,7.34,1.25,3.4134,7.29,0.5,3.5,7.34,0.5
3.067,7.09,1.25,3.1536,7.14,0.5,3.4134,7.29,0.5
3.067,7.09,1.25,3.067,7.09,0.5,3.1536,7.14,0.5
3.067,7.09,1.25,3.4134,7.29,0.5,3.5,7.34,1.25
3.6634,6.857,-0,3.4134,7.29,0.5,3.6634,6.857,0.5
3.6634,6.857,-0,3.4134,7.29,-0,3.4134,7.29,0.5
3.4036,6.707,-0,3.1536,7.14,0.5,3.4036,6.707,0.5
3.4036,6.707,-0,3.1536,7.14,-0,3.1536,7.14,0.5
2.0634,6.717,0.5,2.3134,7.15,0.5,2.4,7.1,0.5
2.0634,6.717,0.5,2.4,7.1,0.5,2.15,6.667,0.5
1.8036,6.867,0.5,2.0536,7.3,0.5,2.3134,7.15,0.5
1.8036,6.867,0.5,2.3134,7.15,0.5,2.0634,6.717,0.5
1.717,6.917,0.5,1.967,7.35,0.5,2.0536,7.3,0.5
1.717,6.917,0.5,2.0536,7.3,0.5,1.8036,6.867,0.5
2.4,7.1,1.25,2.3134,7.15,0.5,2.4,7.1,0.5
1.967,7.35,1.25,2.0536,7.3,0.5,2.3134,7.15,0.5
1.967,7.35,1.25,1.967,7.35,0.5,2.0536,7.3,0.5
1.967,7.35,1.25,2.3134,7.15,0.5,2.4,7.1,1.25
2.0634,6.717,0,2.3134,7.15,0.5,2.0634,6.717,0.5
2.0634,6.717,0,2.3134,7.15,0,2.3134,7.15,0.5
1.8036,6.867,0,2.0536,7.3,0.5,1.8036,6.867,0.5
1.8036,6.867,0,2.0536,7.3,0,2.0536,7.3,0.5
3.6634,1.857,0.5,3.4134,2.29,0.5,3.5,2.34,0.5
3.6634,1.857,0.5,3.5,2.34,0.5,3.75,1.907,0.5
3.6634,1.857,0.5,3.1536,2.14,0.5,3.4134,2.29,0.5
3.4036,1.707,0.5,3.1536,2.14,0.5,3.6634,1.857,0.5
3.317,1.657,0.5,3.067,2.09,0.5,3.1536,2.14,0.5
3.317,1.657,0.5,3.1536,2.14,0.5,3.4036,1.707,0.5
3.5,2.34,1.25,3.4134,2.29,0.5,3.5,2.34,0.5
3.067,2.09,1.25,3.1536,2.14,0.5,3.4134,2.29,0.5
3.067,2.09,1.25,3.067,2.09,0.5,3.1536,2.14,0.5
3.067,2.09,1.25,3.4134,2.29,0.5,3.5,2.34,1.25
3.4134,2.29,-0,3.4134,2.29,0.5,3.6634,1.857,0.5
3.6634,1.857,-0,3.4134,2.29,-0,3.6634,1.857,0.5
3.1536,2.14,-0,3.1536,2.14,0.5,3.4036,1.707,0.5
3.4036,1.707,-0,3.1536,2.14,-0,3.4036,1.707,0.5
2.0634,1.717,0.5,2.3134,2.15,0.5,2.4,2.1,0.5
2.0634,1.717,0.5,2.4,2.1,0.5,2.15,1.667,0.5
1.8036,1.867,0.5,2.0536,2.3,0.5,2.3134,2.15,0.5
1.8036,1.867,0.5,2.3134,2.15,0.5,2.0634,1.717,0.5
1.717,1.917,0.5,1.967,2.35,0.5,2.0536,2.3,0.5
1.717,1.917,0.5,2.0536,2.3,0.5,1.8036,1.867,0.5
2.4,2.1,1.25,2.3134,2.15,0.5,2.4,2.1,0.5
1.967,2.35,1.25,2.0536,2.3,0.5,2.3134,2.15,0.5
1.967,2.35,1.25,1.967,2.35,0.5,2.0536,2.3,0.5
1.967,2.35,1.25,2.3134,2.15,0.5,2.4,2.1,1.25
2.0634,1.717,0,2.3134,2.15,0.5,2.0634,1.717,0.5
2.0634,1.717,0,2.3134,2.15,0,2.3134,2.15,0.5
1.8036,1.867,0,2.0536,2.3,0.5,1.8036,1.867,0.5
1.8036,1.867,0,2.0536,2.3,0,2.0536,2.3,0.5
4.0988,10.096,0.69,4.6,9.5,0.69,4.0988,9.5,0.69
4.6,11,0.69,4.6,9.5,0.69,4.0988,10.096,0.69
3.3907,10.497,0.69,4.6,11,0.69,4.0988,10.096,0.69
2.8,11,0.69,3.3907,10.497,0.69,2.8,10.497,0.69
2.8,11,0.69,4.6,11,0.69,3.3907,10.497,0.69
1,9.5,0.69,1,11,0.69,1.4996,10.109,0.69
2.1795,10.497,0.69,1.4996,10.109,0.69,1,11,0.69
2.8,11,0.69,2.1795,10.497,0.69,1,11,0.69
1.4996,9.5,0.69,1,9.5,0.69,1.4996,10.109,0.69
2.8,10.497,0.69,2.1795,10.497,0.69,2.8,11,0.69
4.6,7.5,0.69,4.6,6,0.69,4.1003,6.8907,0.69
3.4205,6.5029,0.69,4.1003,6.8907,0.69,4.6,6,0.69
