0.23299,0.33554,0.43007,0.51517,0.58962,0.65239,0.70266,0.73982,0.76351,0.77355,0.77003,0.75321,0.72359,0.68184,0.62879,0.56546,0.49298,0.41259,0.32563,0.2335,0.13763,0.039492,0.059474,0.15784,0.25424,0.34736,0.43598,0.51897,0.5953,0.66408,0.72454,0.77601,0.818,0.85011,0.87209,0.88382,0.88529,0.8766,0.85797,0.8297,0.7922,0.74592,0.6914,0.62924,0.56005,0.48452,0.40331,0.31713,0.22669,0.13267,0.035771,0.063345,0.16404,0.26569,0.36772,0.46959,0.57079,0.67086,0.76937,0.86596,0.96028,1.052,1.141,1.2269,1.3095,1.3888,1.4647,1.5369,1.6056,1.6706,1.7319,1.7896,1.8437,1.8941,1.941,1.9845,2.0245,2.0611,2.0945,2.1247,2.1518,2.1757,2.1967,2.2148,2.23,2.2424,2.2519,2.2587,2.2628,2.2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2322,0.33327,0.42573,0.50825,0.57971,0.6392,0.68603,0.71974,0.7401,0.7471,0.74095,0.72206,0.69106,0.64872,0.59598,0.53392,0.46373,0.38669,0.30414,0.21745,0.12804,0.037284,0.053455,0.14287,0.2297,0.3128,0.3911,0.46365,0.52959,0.58821,0.63893,0.68126,0.71488,0.73958,0.75524,0.7619,0.75967,0.74878,0.72952,0.70229,0.66753,0.62574,0.57748,0.52333,0.4639,0.3998,0.33168,0.26016,0.18584,0.10935,0.031244,0.047915,0.12761,0.20735,0.2867,0.36523,0.44257,0.5184,0.59242,0.66438,0.73405,0.80126,0.86585,0.92772,0.98678,1.043,1.0962,1.1466,1.1941,1.2386,1.2803,1.3193,1.3555,1.389,1.42,1.4484,1.4744,1.4981,1.5196,1.5389,1.556,1.5712,1.5844,1.5957,1.6052,1.6129,1.6188,1.623,1.6256,1.6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23137,0.33094,0.42129,0.50117,0.56958,0.62571,0.66901,0.69917,0.7161,0.71995,0.71107,0.69003,0.65756,0.61457,0.56211,0.50134,0.43351,0.35993,0.28196,0.20097,0.11831,0.035315,0.046754,0.12669,0.20339,0.27584,0.34314,0.40452,0.45932,0.50702,0.54722,0.57966,0.60419,0.62078,0.62951,0.63055,0.62417,0.61072,0.59061,0.56432,0.53235,0.49527,0.45363,0.40803,0.35905,0.30729,0.25331,0.19767,0.14089,0.083478,0.025893,0.031439,0.088126,0.14382,0.19822,0.25105,0.30209,0.35115,0.39808,0.44275,0.4851,0.52506,0.5626,0.59774,0.63048,0.66088,0.68898,0.71485,0.73859,0.76028,0.78002,0.79792,0.81408,0.82862,0.84163,0.85324,0.86354,0.87263,0.88062,0.88759,0.89363,0.89881,0.90322,0.9069,0.90993,0.91233,0.91417,0.91545,0.91621,0.91647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2305,0.32854,0.41674,0.49394,0.55923,0.61193,0.65163,0.67814,0.69155,0.69213,0.68042,0.65711,0.6231,0.5794,0.52719,0.4677,0.40227,0.33224,0.25901,0.18391,0.10829,0.03339,0.039597,0.10959,0.17561,0.23681,0.29246,0.34198,0.38491,0.42094,0.44988,0.47168,0.48639,0.49418,0.49533,0.49018,0.47916,0.46275,0.4415,0.41597,0.38676,0.35447,0.3197,0.28305,0.24509,0.20638,0.16742,0.1287,0.090653,0.05367,0.018096,0.015773,0.047691,0.077456,0.10491,0.12995,0.1525,0.17253,0.19005,0.20508,0.21769,0.22797,0.23603,0.24199,0.24599,0.24819,0.24874,0.2478,0.24555,0.24215,0.23777,0.23256,0.2267,0.22034,0.21361,0.20666,0.19963,0.19263,0.18577,0.17917,0.17291,0.16709,0.16177,0.15703,0.15292,0.14949,0.14679,0.14483,0.14365,0.14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2296,0.32607,0.41208,0.48656,0.54867,0.59788,0.63389,0.65667,0.66644,0.66366,0.64901,0.62333,0.58767,0.54319,0.49117,0.43295,0.36994,0.30354,0.23516,0.16614,0.09779,0.0313,0.032233,0.091838,0.14668,0.19607,0.23946,0.27646,0.30683,0.33047,0.34742,0.35784,0.36201,0.36031,0.35322,0.34127,0.32507,0.30526,0.2825,0.25748,0.23088,0.20336,0.17558,0.14812,0.12157,0.096432,0.073173,0.052195,0.03384,0.01839,0.0060616,0.0029856,0.0086519,0.010893,0.0097154,0.0051744,0.0026324,0.013569,0.027466,0.044127,0.063329,0.084835,0.10839,0.13373,0.16059,0.18869,0.21777,0.24756,0.2778,0.30824,0.33864,0.36876,0.3984,0.42734,0.4554,0.48241,0.50819,0.53261,0.55553,0.57684,0.59641,0.61417,0.63002,0.6439,0.65574,0.66549,0.67312,0.67859,0.68189,0.68298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22867,0.32354,0.40733,0.47903,0.53792,0.58357,0.61581,0.63476,0.64081,0.63455,0.61684,0.58869,0.55129,0.50594,0.45404,0.39706,0.33647,0.27373,0.2103,0.14751,0.086637,0.028823,0.024924,0.073749,0.11695,0.15402,0.18458,0.20845,0.2256,0.23616,0.2404,0.23872,0.23164,0.21975,0.20375,0.18437,0.16241,0.13868,0.11398,0.089121,0.064879,0.041992,0.021147,0.0029733,0.011971,0.0232,0.030305,0.032958,0.030914,0.024003,0.012138,0.0046983,0.026451,0.053002,0.084175,0.11974,0.15942,0.20291,0.24986,0.2999,0.35264,0.40768,0.46462,0.52303,0.58252,0.64269,0.70314,0.7635,0.82341,0.88253,0.94053,0.99712,1.052,1.105,1.1557,1.204,1.2498,1.2927,1.3328,1.3697,1.4035,1.434,1.4611,1.4847,1.5048,1.5213,1.5342,1.5434,1.5489,1.5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22771,0.32095,0.40248,0.47137,0.52699,0.56901,0.59741,0.61245,0.61466,0.60483,0.58394,0.55321,0.51395,0.46763,0.41578,0.35998,0.30178,0.24274,0.18431,0.12786,0.074632,0.025721,0.017953,0.055648,0.086808,0.11108,0.12828,0.13844,0.14176,0.13859,0.12945,0.11498,0.095931,0.073152,0.047555,0.020097,0.0082394,0.036468,0.063621,0.088764,0.11101,0.12955,0.14364,0.15263,0.15596,0.15316,0.14389,0.1279,0.10502,0.075211,0.038513,0.0049432,0.054945,0.1112,0.17337,0.24103,0.31373,0.39097,0.47222,0.55693,0.64454,0.73447,0.82616,0.91904,1.0126,1.1062,1.1994,1.2917,1.3826,1.4717,1.5586,1.6429,1.7242,1.8023,1.8768,1.9475,2.0142,2.0766,2.1346,2.188,2.2366,2.2805,2.3193,2.3532,2.3819,2.4055,2.4239,2.4371,2.445,2.4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22672,0.3183,0.39754,0.46358,0.51588,0.55422,0.5787,0.58974,0.58802,0.5745,0.55033,0.51689,0.47566,0.42826,0.37637,0.32167,0.26582,0.21045,0.15706,0.10702,0.061574,0.021746,0.011615,0.03788,0.056636,0.067692,0.071069,0.067,0.055909,0.038398,0.015227,0.012709,0.044404,0.078768,0.11465,0.15088,0.18625,0.2196,0.24979,0.27576,0.2965,0.31111,0.31879,0.31887,0.31077,0.29406,0.26845,0.23374,0.18989,0.13695,0.075107,0.0046369,0.074085,0.1606,0.25437,0.3548,0.46125,0.57303,0.68941,0.80967,0.93306,1.0588,1.1862,1.3145,1.4431,1.5711,1.698,1.8232,1.9461,2.0662,2.1828,2.2957,2.4044,2.5084,2.6075,2.7013,2.7896,2.8722,2.9487,3.0191,3.0832,3.1409,3.192,3.2365,3.2742,3.3051,3.3293,3.3465,3.3569,3.3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2257,0.31559,0.39252,0.45567,0.5046,0.5392,0.55971,0.56666,0.56092,0.54359,0.51603,0.47975,0.43643,0.38783,0.33578,0.28209,0.22853,0.17679,0.12843,0.084844,0.047251,0.016644,0.0062159,0.020806,0.026855,0.024338,0.013471,0.0053013,0.031322,0.063743,0.10155,0.14359,0.1886,0.23524,0.28211,0.3278,0.3709,0.41006,0.44396,0.47138,0.49121,0.50244,0.50423,0.49584,0.47672,0.44645,0.40477,0.35157,0.28689,0.21091,0.12394,0.026419,0.081123,0.19805,0.32364,0.45711,0.59763,0.7443,0.89622,1.0525,1.2121,1.3742,1.5378,1.7021,1.8662,2.0292,2.1904,2.3491,2.5045,2.6561,2.8031,2.9451,3.0816,3.2121,3.3363,3.4537,3.5641,3.6672,3.7627,3.8505,3.9304,4.0022,4.0657,4.121,4.1679,4.2064,4.2364,4.2578,4.2707,4.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22465,0.31283,0.38741,0.44765,0.49317,0.52398,0.54044,0.54323,0.53337,0.51213,0.48104,0.4418,0.39625,0.34633,0.294,0.2412,0.18983,0.14165,0.09828,0.061147,0.031451,0.010147,0.0020748,0.004801,0.0021026,0.018494,0.043964,0.077852,0.11927,0.16712,0.22012,0.27688,0.33584,0.39543,0.45398,0.50985,0.56141,0.6071,0.64544,0.67504,0.69466,0.70322,0.69978,0.68358,0.65404,0.61077,0.55355,0.48235,0.3973,0.29869,0.18696,0.062708,0.073375,0.22048,0.37769,0.54405,0.71852,0.9,1.0874,1.2796,1.4755,1.674,1.8739,2.0742,2.274,2.4721,2.6678,2.8601,3.0482,3.2314,3.409,3.5803,3.7448,3.902,4.0514,4.1926,4.3252,4.449,4.5637,4.669,4.7647,4.8508,4.927,4.9932,5.0493,5.0954,5.1313,5.1569,5.1723,5.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
